Date,Time,Temp,DewPoint,Humidity,Precipitation,WindDirection,WindSpeed,WindGust,Pressure
03/01/2020,07:00,8.8,7.6,92,0.4,252,17,30,1013.6
03/01/2020,08:00,8.6,7.4,92,0.1,261,19,30,1014.7
03/01/2020,09:00,8.1,7,93,0,281,19,30,1015.5
03/01/2020,10:00,7.9,6,88,0.2,299,19,30,1017.1
03/01/2020,11:00,7.6,5.4,86,0,309,20,32,1018.9
03/01/2020,12:00,7.5,5.1,85,0,323,19,35,1020.5
03/01/2020,13:00,7.2,4.5,83,0,324,20,35,1021.9
03/01/2020,14:00,6.8,3.8,81,0,322,20,33,1023.8
03/01/2020,15:00,6.8,3.2,78,0,319,19,32,1025.4
03/01/2020,16:00,5.9,2.7,80,0,315,17,28,1026.7
03/01/2020,17:00,5.1,2.4,83,0,308,15,24,1027.8
03/01/2020,18:00,4.6,2.5,86,0,296,11,19,1028.9
03/01/2020,19:00,4.4,2.3,86,0,289,11,20,1029.8
03/01/2020,20:00,3.9,1.9,87,0,282,11,20,1030.7
03/01/2020,21:00,3.7,2.1,89,0,278,11,20,1031.1
03/01/2020,22:00,3.5,1.9,89,0,272,11,22,1031.7
03/01/2020,23:00,3.3,1.7,89,0,268,13,22,1032.2
04/01/2020,00:00,3,1.7,91,0,266,11,20,1032.7
04/01/2020,01:00,3.2,1.9,91,0,266,13,20,1032.8
04/01/2020,02:00,3.2,1.9,91,0,260,13,22,1033.1
04/01/2020,03:00,2.8,1.8,93,0,259,13,20,1032.8
04/01/2020,04:00,2.9,1.9,93,0,257,13,22,1032.7
04/01/2020,05:00,2.9,2,94,0,255,13,24,1032.8
04/01/2020,06:00,3,1.8,92,0,257,13,24,1032.9
04/01/2020,07:00,3.2,2,92,0,255,13,24,1033
04/01/2020,08:00,3.3,2.3,93,0,254,13,24,1033.6
04/01/2020,09:00,3.6,2.6,93,0,259,15,24,1034
04/01/2020,10:00,4.8,3,88,0,263,17,26,1034
04/01/2020,11:00,5.9,3.6,85,0,264,17,28,1034.2
04/01/2020,12:00,7.2,3.6,78,0,274,17,30,1033.6
04/01/2020,13:00,7.5,3.5,76,0,275,17,30,1033.3
04/01/2020,14:00,7.5,3.5,76,0,273,17,28,1033.5
04/01/2020,15:00,7.6,3.6,76,0,270,15,26,1033.3
04/01/2020,16:00,6.5,3.3,80,0,264,13,24,1033.9
04/01/2020,17:00,5.6,3.1,84,0,256,11,20,1034.4
04/01/2020,18:00,4.9,3.1,88,0,256,9,17,1034.9
04/01/2020,19:00,4.5,2.8,89,0,247,9,19,1035.2
04/01/2020,20:00,4.2,2.5,89,0,244,9,19,1035.4
04/01/2020,21:00,4,2.8,92,0,242,9,17,1035.5
04/01/2020,22:00,3.8,2.6,92,0,242,9,19,1035.5
04/01/2020,23:00,3.6,2.6,93,0,236,9,17,1035.5
05/01/2020,00:00,3.4,2.5,94,0,232,9,17,1035.6
05/01/2020,01:00,3.6,2.7,94,0,232,9,19,1035.4
05/01/2020,02:00,3.6,2.9,95,0,230,9,19,1035.4
05/01/2020,03:00,3.5,3.1,97,0,231,9,17,1035.1
05/01/2020,04:00,3.5,3.2,98,0,234,9,19,1034.8
05/01/2020,05:00,3.9,3.6,98,0,229,11,20,1034.7
05/01/2020,06:00,4,3,93,0,230,9,19,1034.6
05/01/2020,07:00,4.1,3.2,94,0,222,9,19,1034.6
05/01/2020,08:00,4.2,3.5,95,0,222,11,19,1034.6
05/01/2020,09:00,4.5,3.6,94,0,219,9,19,1034.5
05/01/2020,10:00,5.5,4,90,0,224,11,20,1034.3
05/01/2020,11:00,6.3,4.3,87,0,225,13,22,1034
05/01/2020,12:00,7.7,5,83,0,227,13,24,1033.4
05/01/2020,13:00,7.9,4.8,81,0,226,15,26,1032.9
05/01/2020,14:00,7.9,5,82,0,227,15,26,1032.5
05/01/2020,15:00,8.2,5.1,81,0,227,15,24,1032
05/01/2020,16:00,7.5,5,84,0,220,13,24,1032.1
05/01/2020,17:00,7,4.8,86,0,217,13,22,1032
05/01/2020,18:00,6.6,4.4,86,0,206,9,17,1032.1
05/01/2020,19:00,6.2,4,86,0,200,9,20,1031.9
05/01/2020,20:00,5.7,3.7,87,0,200,9,20,1031.5
05/01/2020,21:00,5.5,3.8,89,0,200,11,20,1031.4
05/01/2020,22:00,5.3,3.9,91,0,204,11,20,1030.8
05/01/2020,23:00,5.3,3.8,90,0,200,11,20,1030.2
06/01/2020,00:00,5.2,3.5,89,0,206,11,20,1029.3
06/01/2020,01:00,5.5,3.7,88,0,201,13,20,1028.5
06/01/2020,02:00,5.5,3.5,87,0,198,13,22,1028
06/01/2020,03:00,5.1,3.3,88,0,195,15,22,1027
06/01/2020,04:00,5.2,3,86,0,195,13,24,1026.1
06/01/2020,05:00,5.2,2.7,84,0,190,15,26,1025.5
06/01/2020,06:00,4.9,2.8,86,0,188,13,24,1024.8
06/01/2020,07:00,5,2.9,86,0,189,13,24,1024.1
06/01/2020,08:00,5.2,2.9,85,0,186,15,24,1023.4
06/01/2020,09:00,5.2,3,86,0,188,17,28,1022.8
06/01/2020,10:00,5.9,3.2,83,0,196,17,28,1022
06/01/2020,11:00,6.5,3.5,81,0,203,19,30,1020.9
06/01/2020,12:00,7,3.4,78,0,207,20,32,1019.7
06/01/2020,13:00,7.2,4,80,0,209,20,33,1018.9
06/01/2020,14:00,7.3,4.1,80,0,206,20,33,1018.1
06/01/2020,15:00,7.9,4.7,80,0,204,22,37,1016.5
06/01/2020,16:00,7.7,5.3,85,0.1,212,20,35,1016.7
06/01/2020,17:00,7.6,6.1,90,0.8,219,20,33,1016.5
06/01/2020,18:00,7.6,4.9,83,0.3,229,17,28,1017.1
06/01/2020,19:00,7.3,4.8,84,0,239,17,28,1017.8
06/01/2020,20:00,6.9,4.6,85,0,247,17,28,1018.5
06/01/2020,21:00,6.6,4.4,86,0,250,15,26,1019.4
06/01/2020,22:00,6.2,4.4,88,0,253,15,26,1020.2
06/01/2020,23:00,5.8,4.3,90,0,251,15,24,1021
07/01/2020,00:00,5.3,3.5,88,0,251,13,22,1021.9
07/01/2020,01:00,5.1,3.4,89,0,245,13,20,1022.4
07/01/2020,02:00,4.6,3.3,91,0,238,11,20,1022.9
07/01/2020,03:00,4.2,3,92,0,235,11,19,1023.6
07/01/2020,04:00,4,3.1,94,0,228,11,20,1023.7
07/01/2020,05:00,4,3.3,95,0,212,11,20,1023.8
07/01/2020,06:00,4.3,3.3,93,0,209,9,20,1023.8
07/01/2020,07:00,4.6,3.9,95,0,203,11,20,1023.7
07/01/2020,08:00,5,4.3,95,0,199,13,22,1023.6
07/01/2020,09:00,5.6,4.9,95,0,198,15,24,1023.4
07/01/2020,10:00,6.7,5.6,93,0,205,17,28,1023.1
07/01/2020,11:00,7.7,6.2,90,0,207,19,30,1022.6
07/01/2020,12:00,9,6.9,87,0,210,20,33,1022.3
07/01/2020,13:00,9.5,7.3,86,0,207,20,33,1021.3
07/01/2020,14:00,9.6,7.9,89,0,204,20,35,1020.6
07/01/2020,15:00,9.9,8.7,92,0,207,22,37,1019.7
07/01/2020,16:00,10,9.1,94,0,207,22,37,1019.6
07/01/2020,17:00,10.4,9.5,94,0,212,24,37,1019.3
07/01/2020,18:00,10.9,9.3,90,0,215,24,33,1019.1
07/01/2020,19:00,11.3,9.7,90,0,219,24,39,1018.8
07/01/2020,20:00,11.5,9.9,90,0,220,26,41,1018.5
07/01/2020,21:00,11.5,10.4,93,0.1,220,26,41,1018
07/01/2020,22:00,11.7,10.8,94,0,225,26,43,1017.9
07/01/2020,23:00,11.8,10.7,93,0,223,24,39,1017.8
08/01/2020,00:00,11.4,10.3,93,0,225,24,39,1018.1
08/01/2020,01:00,11.6,10.2,91,0,234,24,39,1018.3
08/01/2020,02:00,11.6,10.2,91,0,239,24,37,1018.6
08/01/2020,03:00,11.3,10,92,0,243,20,33,1018.9
08/01/2020,04:00,10.7,9.6,93,0,245,19,32,1019.3
08/01/2020,05:00,10.3,8.9,91,0,243,17,30,1019.8
08/01/2020,06:00,10.4,9.2,92,0,244,15,28,1020
08/01/2020,07:00,10.2,8.8,91,0,241,15,26,1020.4
08/01/2020,08:00,9.9,8.3,90,0,239,13,24,1021.2
08/01/2020,09:00,9.7,8.3,91,0,250,13,22,1021.9
08/01/2020,10:00,10.1,8.4,89,0,251,11,22,1022.2
08/01/2020,11:00,10.2,8.5,89,0,254,13,22,1022.4
08/01/2020,12:00,11.2,8.6,84,0,261,13,24,1022.6
08/01/2020,13:00,11,8.2,83,0,269,11,22,1022.4
08/01/2020,14:00,10.7,7.9,83,0,268,9,20,1022.5
08/01/2020,15:00,10.6,7.7,82,0.3,274,7,19,1022.3
08/01/2020,16:00,9.8,7.6,86,0.1,252,7,15,1022.5
08/01/2020,17:00,9,7.3,89,0,225,7,15,1022.4
08/01/2020,18:00,8.9,7,88,0,160,6,11,1022.3
08/01/2020,19:00,8.4,7.2,92,0,150,6,15,1021.6
08/01/2020,20:00,8.4,7.3,93,0.4,135,7,17,1020.5
08/01/2020,21:00,8.5,7.4,93,0.9,139,9,17,1019.8
08/01/2020,22:00,8.7,7.9,95,0.7,148,11,19,1018.3
08/01/2020,23:00,8.8,8,95,1.6,154,11,20,1017.1
09/01/2020,00:00,9.4,7.8,90,0.3,159,15,24,1015.3
09/01/2020,01:00,9.6,8.4,92,0.2,177,19,28,1013.9
09/01/2020,02:00,9.9,8.7,92,0.9,181,20,33,1012.8
09/01/2020,03:00,10.6,9.4,92,0,193,22,33,1010.9
09/01/2020,04:00,10.6,9.5,93,0.2,201,22,37,1009.6
09/01/2020,05:00,10.8,9.6,92,0.9,203,24,41,1008.9
09/01/2020,06:00,10.5,9.4,93,0.4,208,26,43,1007.5
09/01/2020,07:00,10.4,9.2,92,0,213,26,41,1007
09/01/2020,08:00,10.5,8.9,90,0,216,28,41,1007
09/01/2020,09:00,10.5,8.8,89,0,218,28,43,1006.7
09/01/2020,10:00,10.8,8.7,87,0,223,28,41,1006.5
09/01/2020,11:00,11,8.2,83,0,225,28,43,1006.3
09/01/2020,12:00,11.1,8.1,82,0,230,22,41,1006.1
09/01/2020,13:00,11,7.7,80,0,229,22,39,1005.5
09/01/2020,14:00,10.6,7.5,81,0,222,19,33,1005.1
09/01/2020,15:00,10.4,7.5,82,0,218,15,28,1005
09/01/2020,16:00,9.6,7.5,87,0,216,15,28,1004.8
09/01/2020,17:00,9.1,7.5,90,0,230,13,24,1004.1
09/01/2020,18:00,8.9,7.3,90,0.1,261,11,17,1004.9
09/01/2020,19:00,8,6.9,93,3.1,256,11,20,1005.3
09/01/2020,20:00,7.3,6.2,93,0,255,13,24,1005.7
09/01/2020,21:00,6.6,5.7,94,0,253,11,20,1006.6
09/01/2020,22:00,6.2,4.8,91,0,278,11,22,1007.3
09/01/2020,23:00,5.8,4.6,92,0,299,11,20,1008.3
10/01/2020,00:00,6.2,5,92,0,312,11,20,1008.7
10/01/2020,01:00,5.8,4.8,93,0,320,13,24,1010.5
10/01/2020,02:00,5.6,4.6,93,0,327,15,26,1012.1
10/01/2020,03:00,5.5,4.1,91,0,326,17,26,1013.3
10/01/2020,04:00,5.1,3.8,91,0,328,15,26,1014.9
10/01/2020,05:00,4.8,3.5,91,0,327,17,28,1016.5
10/01/2020,06:00,4.8,3.1,89,0.1,319,17,30,1017.4
10/01/2020,07:00,4.6,2.9,89,0,322,17,26,1019.1
10/01/2020,08:00,4.4,2.7,89,0,313,15,26,1021
10/01/2020,09:00,4.3,2.6,89,0,312,15,26,1022.2
10/01/2020,10:00,4.9,2.8,86,0,308,15,26,1023.4
10/01/2020,11:00,5.6,2.9,83,0,304,15,24,1024.5
10/01/2020,12:00,6.6,3.2,79,0,303,17,28,1025.8
10/01/2020,13:00,6.8,2.9,76,0,301,15,26,1026.3
10/01/2020,14:00,6.7,2.8,76,0,295,13,22,1026.9
10/01/2020,15:00,6.7,2.8,76,0,281,9,20,1027.4
10/01/2020,16:00,5.5,2.3,80,0,257,9,17,1028.1
10/01/2020,17:00,4.5,2,84,0,231,9,17,1028.7
10/01/2020,18:00,4.1,2,86,0,221,7,15,1029
10/01/2020,19:00,3.7,1.6,86,0,210,7,19,1029.3
10/01/2020,20:00,3.7,1.7,87,0,205,9,19,1029.4
10/01/2020,21:00,3.7,1.6,86,0,203,9,19,1029.3
10/01/2020,22:00,3.9,1.8,86,0,206,11,22,1029.3
10/01/2020,23:00,4,1.9,86,0,203,13,22,1029.2
11/01/2020,00:00,4.9,2.1,82,0,202,15,24,1028.8
11/01/2020,01:00,5.3,2.3,81,0,204,17,26,1028.3
11/01/2020,02:00,5.8,2.6,80,0,203,17,28,1028.2
11/01/2020,03:00,6.1,3.3,82,0,207,19,28,1027.4
11/01/2020,04:00,6.3,3.6,83,0,208,19,32,1026.8
11/01/2020,05:00,6.6,3.9,83,0,205,20,33,1026.4
11/01/2020,06:00,6.7,3.7,81,0,207,19,33,1026.1
11/01/2020,07:00,7,4,81,0,208,19,32,1026
11/01/2020,08:00,7.3,4.4,82,0,208,20,32,1025.8
11/01/2020,09:00,7.3,4.8,84,0,208,22,35,1025.6
11/01/2020,10:00,7.9,5.2,83,0,212,26,37,1025.1
11/01/2020,11:00,8.5,5.6,82,0,214,26,39,1024.6
11/01/2020,12:00,9.2,5.9,80,0,216,28,46,1024
11/01/2020,13:00,9.2,6.1,81,0,216,30,48,1023.2
11/01/2020,14:00,9.2,6.1,81,0,215,30,46,1022.5
11/01/2020,15:00,9.5,6.2,80,0,215,30,48,1021.6
11/01/2020,16:00,9.2,6.3,82,0,215,30,46,1021.6
11/01/2020,17:00,9.2,6.3,82,0,214,28,45,1021.4
11/01/2020,18:00,9.3,6,80,0,215,26,37,1021.1
11/01/2020,19:00,9.5,6.2,80,0,214,26,41,1020.8
11/01/2020,20:00,9.4,6.5,82,0,212,28,43,1020.3
11/01/2020,21:00,9.3,6.4,82,0,211,28,43,1019.9
11/01/2020,22:00,9.4,6.7,83,0,213,28,45,1019.4
11/01/2020,23:00,9.4,6.8,84,0,211,28,43,1018.8
12/01/2020,00:00,9.1,6.4,83,0,210,28,46,1018.6
12/01/2020,01:00,9.1,6.7,85,0,212,28,46,1017.9
12/01/2020,02:00,9.1,6.9,86,0,213,28,46,1017.3
12/01/2020,03:00,9.2,7.3,88,0.6,215,30,43,1016.9
12/01/2020,04:00,9.3,7.7,90,0.4,218,28,43,1016.2
12/01/2020,05:00,9.5,8.1,91,0.5,220,26,43,1015.6
12/01/2020,06:00,9,7.4,90,0,224,24,43,1015.4
12/01/2020,07:00,9,7.3,89,0.4,228,24,39,1015.6
12/01/2020,08:00,9,7.3,89,0,232,24,37,1015.9
12/01/2020,09:00,9,6.9,87,0.1,241,24,39,1016.3
12/01/2020,10:00,9.4,6.8,84,0.1,248,26,39,1016.7
12/01/2020,11:00,9.8,6.5,80,0.1,253,28,43,1017.1
12/01/2020,12:00,10,6.3,78,0,256,33,48,1017.4
12/01/2020,13:00,9.9,5.5,74,0,260,32,50,1017.6
12/01/2020,14:00,9.6,5,73,0,261,28,45,1018.1
12/01/2020,15:00,9.4,4.6,72,0,262,24,41,1018.6
12/01/2020,16:00,8.1,4.3,77,0,257,20,33,1019.2
12/01/2020,17:00,7.1,4.1,81,0,250,17,28,1019.8
12/01/2020,18:00,7.2,4,80,0,245,13,24,1020.5
12/01/2020,19:00,6.4,3.5,82,0,238,13,24,1020.6
12/01/2020,20:00,6,3.5,84,0,229,13,24,1020.6
12/01/2020,21:00,5.7,3.4,85,0,223,13,22,1020.7
12/01/2020,22:00,5.5,3.3,86,0,220,13,22,1020.5
12/01/2020,23:00,5.3,3.3,87,0,215,13,22,1020.3
13/01/2020,00:00,5.5,3.2,85,0,210,13,20,1020.1
13/01/2020,01:00,5.3,3.3,87,0,205,13,22,1019.5
13/01/2020,02:00,5.3,3.5,88,0,202,13,22,1019
13/01/2020,03:00,5.3,3.5,88,0,207,13,22,1018.3
13/01/2020,04:00,5.3,3.6,89,0,201,13,22,1017.2
13/01/2020,05:00,5.4,4,91,0,194,13,22,1016.6
13/01/2020,06:00,5.2,3.8,91,0,196,13,24,1015.6
13/01/2020,07:00,5.3,4.1,92,0,193,13,24,1014.8
13/01/2020,08:00,5.5,4.5,93,0,187,15,24,1014
13/01/2020,09:00,6,4.5,90,0,186,17,28,1013.2
13/01/2020,10:00,6.9,4.7,86,0,187,19,32,1011.9
13/01/2020,11:00,7.5,5,84,0,188,20,33,1010.3
13/01/2020,12:00,8,5.5,84,0,187,24,39,1009
13/01/2020,13:00,8.1,5.4,83,0,185,26,41,1006.9
13/01/2020,14:00,8.1,5.6,84,0,186,28,43,1005
13/01/2020,15:00,8.4,5.7,83,0.1,185,30,48,1003.1
13/01/2020,16:00,8.2,5.8,85,0.1,189,32,50,1001.5
13/01/2020,17:00,8.4,6,85,0,193,33,52,999.9
13/01/2020,18:00,8.9,6.2,83,0.1,200,30,45,998.9
13/01/2020,19:00,8.8,6.2,84,0.2,203,32,46,998
13/01/2020,20:00,9,7.1,88,0.5,205,32,46,997.1
13/01/2020,21:00,8.9,6.9,87,1.5,211,32,46,996.2
13/01/2020,22:00,8.8,6.6,86,1.3,213,30,46,996.1
13/01/2020,23:00,8.4,6,85,1,213,26,43,996.1
14/01/2020,00:00,7.7,4.8,82,0.9,212,22,37,996
14/01/2020,01:00,7.3,4.8,84,0.5,221,20,35,996.5
14/01/2020,02:00,7.1,4.7,85,0,225,20,33,997.1
14/01/2020,03:00,7.1,4.6,84,0,227,19,32,997.8
14/01/2020,04:00,6.8,4.5,85,0,224,17,30,998.3
14/01/2020,05:00,6.5,4.2,85,0,214,15,28,998.6
14/01/2020,06:00,6.5,4.2,85,0,214,15,28,998.6
14/01/2020,07:00,6.4,4.4,87,0,211,15,26,998.8
14/01/2020,08:00,6.6,4.6,87,0,202,15,26,999
14/01/2020,09:00,7,5.1,88,0,196,15,28,999.1
14/01/2020,10:00,7.7,5.7,87,0,193,17,30,998.6
14/01/2020,11:00,8.3,6.3,87,0,189,19,32,997.8
14/01/2020,12:00,9.4,7.7,89,0.4,190,24,43,996.6
14/01/2020,13:00,10.2,8.1,87,0.6,191,30,48,995.3
14/01/2020,14:00,10.7,9,89,0.7,199,35,52,994.2
14/01/2020,15:00,11.7,9.8,88,0.2,200,37,63,993.1
14/01/2020,16:00,11.8,10,89,0,207,39,65,993.3
14/01/2020,17:00,11.9,10.1,89,1,211,43,67,993.6
14/01/2020,18:00,12,9.6,85,0,212,37,56,993.4
14/01/2020,19:00,11.6,9.7,88,0.2,213,39,59,993.9
14/01/2020,20:00,11.8,9.5,86,1.2,213,41,59,994.5
14/01/2020,21:00,11.7,9.6,87,0.7,213,41,61,994.6
14/01/2020,22:00,11.7,9.6,87,0.6,214,41,63,995.3
14/01/2020,23:00,11.6,9.5,87,0.3,212,39,63,996
15/01/2020,00:00,11.1,9.4,89,0.8,211,33,59,997.4
15/01/2020,01:00,10.8,9.2,90,2.1,215,32,52,997.6
15/01/2020,02:00,10.6,9,90,1.3,218,28,48,998.1
15/01/2020,03:00,10.6,9,90,0.6,220,24,41,999.1
15/01/2020,04:00,10,8.8,92,1,225,22,37,999.6
15/01/2020,05:00,9.6,8.2,91,1.2,232,19,32,999.8
15/01/2020,06:00,8.9,7.2,89,2.4,239,15,28,999.8
15/01/2020,07:00,8.5,6.6,88,0.9,239,13,24,1000.8
15/01/2020,08:00,7.9,6,88,0.4,236,13,24,1002.2
15/01/2020,09:00,7.5,5.8,89,0.2,243,11,20,1002.9
15/01/2020,10:00,7.3,5.4,88,0.9,243,13,22,1004.1
15/01/2020,11:00,7.6,5.2,85,0,243,13,26,1005.3
15/01/2020,12:00,7.4,5.2,86,0,237,13,28,1006
15/01/2020,13:00,7.7,4.8,82,0,239,17,32,1007.1
15/01/2020,14:00,7.8,4.6,80,0,243,19,32,1008.2
15/01/2020,15:00,8.1,4.1,76,0,245,19,30,1009.2
15/01/2020,16:00,7.4,3.6,77,0,238,19,30,1010.9
15/01/2020,17:00,6.7,3.1,78,0,232,17,28,1012.4
15/01/2020,18:00,6.4,3.2,80,0,231,13,22,1013.6
15/01/2020,19:00,5.9,3.1,82,0,225,13,24,1014.7
15/01/2020,20:00,5.6,2.9,83,0,218,13,26,1015.7
15/01/2020,21:00,5.6,2.8,82,0,212,15,24,1016.3
15/01/2020,22:00,5.5,3.2,85,0,209,15,26,1017.2
15/01/2020,23:00,5.4,3.1,85,0,203,15,24,1018
16/01/2020,00:00,5.8,3.1,83,0,198,13,22,1019.2
16/01/2020,01:00,5.9,3.7,86,0,193,13,22,1019.4
16/01/2020,02:00,6.1,4.4,89,0,189,13,24,1019.6
16/01/2020,03:00,6.2,4.7,90,0,188,15,24,1019.8
16/01/2020,04:00,6.2,4.7,90,0,182,13,24,1019.5
16/01/2020,05:00,6.1,4.7,91,0,171,15,26,1019.3
16/01/2020,06:00,6.2,4.4,88,0,171,15,26,1018.8
16/01/2020,07:00,6.3,4.9,91,0,168,15,26,1018.7
16/01/2020,08:00,6.4,4.9,90,0,158,17,28,1018.1
16/01/2020,09:00,6.8,5.4,91,0,158,19,32,1017.7
16/01/2020,10:00,7.5,5.6,88,0,161,19,32,1017.2
16/01/2020,11:00,8.1,6.2,88,0,162,22,33,1015.9
16/01/2020,12:00,9.3,6.6,83,0,160,26,41,1014.8
16/01/2020,13:00,9.6,6.3,80,0,163,28,45,1013.3
16/01/2020,14:00,9.7,6.2,79,0,168,30,45,1012
16/01/2020,15:00,10.2,6.5,78,0,169,30,48,1010.7
16/01/2020,16:00,9.9,6.8,81,0,175,28,46,1010.6
16/01/2020,17:00,9.9,7.1,83,0.5,179,28,45,1010.4
16/01/2020,18:00,10.2,7.1,81,0.1,185,22,35,1009.9
16/01/2020,19:00,10.1,7.2,82,0.4,188,22,37,1010
16/01/2020,20:00,9.9,7.7,86,1.3,185,22,39,1010
16/01/2020,21:00,9.8,7.6,86,2.5,186,20,33,1009.6
16/01/2020,22:00,9.7,7.8,88,2.2,189,20,33,1009.5
16/01/2020,23:00,9.4,7.8,90,1.1,192,17,32,1009.3
17/01/2020,00:00,9,6.9,87,0.3,196,15,28,1010.3
17/01/2020,01:00,8.7,6.8,88,0.3,196,15,28,1010
17/01/2020,02:00,8.5,7,90,0.6,197,15,26,1009.9
17/01/2020,03:00,8.4,6.7,89,0.2,196,13,24,1010.3
17/01/2020,04:00,8.1,6.9,92,0.8,195,13,24,1010
17/01/2020,05:00,8,6.8,92,0,193,13,24,1009.9
17/01/2020,06:00,7.8,6.6,92,0,189,11,24,1009
17/01/2020,07:00,7.7,6.6,93,0.4,196,13,24,1009
17/01/2020,08:00,7.7,6.3,91,0,202,15,24,1009.3
17/01/2020,09:00,7.6,6.2,91,0,209,13,24,1009.3
17/01/2020,10:00,7.9,6.2,89,0,221,15,26,1009.6
17/01/2020,11:00,8.3,6.3,87,0,227,17,30,1009.8
17/01/2020,12:00,8.6,5.5,81,0.1,249,24,37,1010.1
17/01/2020,13:00,8.1,4.7,79,0,259,26,41,1010.9
17/01/2020,14:00,7.4,3.8,78,0.7,268,26,41,1012.1
17/01/2020,15:00,6.9,3.1,77,0,276,26,41,1013.2
17/01/2020,16:00,5.8,2.8,81,0,279,20,35,1014.4
17/01/2020,17:00,5,2.5,84,0,271,19,32,1015.4
17/01/2020,18:00,4.7,2.1,83,0,257,15,28,1016.9
17/01/2020,19:00,4.2,1.7,84,0,253,15,26,1017.6
17/01/2020,20:00,3.7,1.4,85,0,250,15,26,1018
17/01/2020,21:00,3.3,1.5,88,0,249,15,24,1018.7
17/01/2020,22:00,2.8,1.3,90,0,248,13,24,1019.3
17/01/2020,23:00,2.5,1.3,92,0,249,13,24,1019.9
18/01/2020,00:00,2.8,1.2,89,0,256,13,22,1020
18/01/2020,01:00,2.6,1,89,0,260,13,22,1020.7
18/01/2020,02:00,2.3,0.8,90,0,265,13,22,1021.5
18/01/2020,03:00,1.7,0.4,91,0,273,13,22,1021.7
18/01/2020,04:00,1.6,0.3,91,0,274,13,22,1022.4
